"","subject","trial_no","stimulus_no","stimulus_mode","response_mode","training","x_value","y_value","response_value","time","session"
"8187",45,3,57,1,2,1,55,25,627,"08.44","training"
"8188",45,4,88,1,2,1,80,900,608,"05.6","training"
"8189",45,5,16,1,2,1,20,900,69,"09.61","training"
"8190",45,6,59,1,2,1,55,25,716,"07.","training"
"8191",45,7,56,1,2,1,55,25,29,"03.75","training"
"8192",45,8,42,1,2,1,40,100,422,"07.","training"
"8193",45,9,19,1,2,1,25,625,618,"04.74","training"
"8194",45,10,73,1,2,1,70,400,961,"08.63","training"
"8195",45,11,74,1,2,1,70,400,118,"04.22","training"
"8196",45,12,38,1,2,1,40,100,147,"04.73","training"
"8197",45,13,6,1,2,1,10,1600,1392,"05.2","training"
"8198",45,14,7,1,2,1,15,1225,1569,"06.92","training"
"8199",45,15,100,1,2,1,90,1600,20,"03.84","training"
"8200",45,16,91,1,2,1,85,1225,706,"06.26","training"
"8201",45,17,63,1,2,1,60,100,59,"06.72","training"
"8202",45,18,46,1,2,1,45,25,108,"03.75","training"
"8203",45,19,39,1,2,1,40,100,29,"06.39","training"
"8204",45,20,5,1,2,1,10,1600,1549,"04.94","training"
"8205",45,21,58,1,2,1,55,25,20,"03.69","training"
"8206",45,22,60,1,2,1,55,25,29,"03.47","training"
"8207",45,23,24,1,2,1,25,625,824,"09.56","training"
"8208",45,24,89,1,2,1,80,900,461,"07.74","training"
"8209",45,25,23,1,2,1,25,625,49,"04.39","training"
"8210",45,26,55,1,2,1,55,25,29,"04.2","training"
"8211",45,27,61,1,2,1,60,100,29,"03.45","training"
"8212",45,28,15,1,2,1,20,900,755,"05.49","training"
"8213",45,29,67,1,2,1,65,225,20,"03.61","training"
"8214",45,30,9,1,2,1,15,1225,1422,"04.89","training"
"8215",45,31,62,1,2,1,60,100,480,"07.09","training"
"8216",45,32,37,1,2,1,40,100,20,"03.58","training"
"8217",45,33,84,1,2,1,75,625,676,"09.75","training"
"8218",45,34,99,1,2,1,90,1600,1069,"05.78","training"
"8219",45,35,87,1,2,1,80,900,1216,"05.14","training"
"8220",45,36,48,1,2,1,45,25,20,"03.37","training"
"8221",45,37,3,1,2,1,10,1600,1569,"05.36","training"
"8222",45,38,77,1,2,1,70,400,912,"09.28","training"
"8223",45,39,35,1,2,1,35,225,627,"04.89","training"
"8224",45,40,32,1,2,1,35,225,539,"05.22","training"
"8225",45,41,85,1,2,1,80,900,1402,"05.45","training"
"8226",45,42,50,1,2,1,50,0,39,"03.31","training"
"8227",45,43,54,1,2,1,50,0,29,"03.8","training"
"8228",45,44,30,1,2,1,30,400,480,"07.38","training"
"8229",45,45,33,1,2,1,35,225,588,"08.17","training"
"8230",45,46,8,1,2,1,15,1225,1539,"05.14","training"
"8231",45,47,102,1,2,1,90,1600,1627,"07.88","training"
"8232",45,48,41,1,2,1,40,100,29,"03.42","training"
"8233",45,49,45,1,2,1,45,25,20,"03.7","training"
"8234",45,50,51,1,2,1,50,0,20,"03.92","training"
"8235",45,51,22,1,2,1,25,625,333,"04.8","training"
"8236",45,52,86,1,2,1,80,900,1549,"06.2","training"
"8237",45,53,93,1,2,1,85,1225,1382,"06.03","training"
"8238",45,54,75,1,2,1,70,400,1127,"07.25","training"
"8239",45,55,53,1,2,1,50,0,10,"03.58","training"
"8240",45,56,96,1,2,1,85,1225,392,"06.24","training"
"8241",45,57,29,1,2,1,30,400,441,"09.81","training"
"8242",45,58,10,1,2,1,15,1225,1755,"04.67","training"
"8243",45,59,2,1,2,1,10,1600,1686,"04.94","training"
"8244",45,60,31,1,2,1,35,225,353,"08.72","training"
"8245",45,61,1,1,2,1,10,1600,1735,"05.34","training"
"8246",45,62,66,1,2,1,60,100,88,"04.67","training"
"8247",45,63,17,1,2,1,20,900,392,"10.44","training"
"8248",45,64,25,1,2,1,30,400,539,"06.27","training"
"8249",45,65,26,1,2,1,30,400,500,"14.02","training"
"8250",45,66,83,1,2,1,75,625,618,"07.52","training"
"8251",45,67,78,1,2,1,70,400,363,"06.33","training"
"8252",45,68,92,1,2,1,85,1225,716,"05.24","training"
"8253",45,69,70,1,2,1,65,225,206,"15.42","training"
"8254",45,70,98,1,2,1,90,1600,1873,"05.72","training"
"8255",45,71,94,1,2,1,85,1225,1804,"17.06","training"
"8256",45,72,27,1,2,1,30,400,431,"04.09","training"
"8257",45,73,13,1,2,1,20,900,657,"04.28","training"
"8258",45,74,65,1,2,1,60,100,108,"03.5","training"
"8259",45,75,81,1,2,1,75,625,735,"10.27","training"
"8260",45,76,44,1,2,1,45,25,59,"03.94","training"
"8261",45,77,76,1,2,1,70,400,657,"09.17","training"
"8262",45,78,52,1,2,1,50,0,59,"03.64","training"
"8263",45,79,34,1,2,1,35,225,539,"05.28","training"
"8264",45,80,69,1,2,1,65,225,29,"03.16","training"
"8265",45,81,72,1,2,1,65,225,353,"03.6","training"
"8266",45,82,36,1,2,1,35,225,578,"04.78","training"
"8267",45,83,47,1,2,1,45,25,127,"05.42","training"
"8268",45,84,90,1,2,1,80,900,696,"12.91","training"
"8269",45,85,64,1,2,1,60,100,186,"04.25","training"
"8270",45,86,4,1,2,1,10,1600,1745,"04.56","training"
"8271",45,87,20,1,2,1,25,625,686,"07.22","training"
"8272",45,88,80,1,2,1,75,625,716,"06.03","training"
"8273",45,89,21,1,2,1,25,625,716,"04.14","training"
"8274",45,90,101,1,2,1,90,1600,1657,"04.47","training"
"8275",45,91,14,1,2,1,20,900,745,"06.08","training"
"8276",45,92,97,1,2,1,90,1600,1647,"04.58","training"
"8277",45,93,43,1,2,1,45,25,235,"05.77","training"
"8278",45,94,18,1,2,1,20,900,873,"04.21","training"
"8279",45,95,79,1,2,1,75,625,578,"14.89","training"
"8280",45,96,49,1,2,1,50,0,20,"03.17","training"
"8281",45,97,40,1,2,1,40,100,255,"08.27","training"
"8282",45,98,12,1,2,1,15,1225,1500,"07.26","training"
"8283",45,99,82,1,2,1,75,625,696,"05.19","training"
"8284",45,100,11,1,2,1,15,1225,1520,"05.72","training"
"8285",45,101,71,1,2,1,65,225,235,"06.97","training"
"8286",45,102,95,1,2,1,85,1225,559,"16.08","training"
"8287",45,1,34,1,2,0,80,900,794,"22.16","test1"
"8288",45,2,14,1,2,0,30,400,431,"07.06","test1"
"8289",45,3,7,1,2,0,15,1225,1510,"06.22","test1"
"8290",45,4,37,1,2,0,90,1600,1735,"04.41","test1"
"8291",45,5,30,1,2,0,70,400,490,"11.34","test1"
"8292",45,6,6,1,2,0,10,1600,1765,"05.08","test1"
"8293",45,7,15,1,2,0,35,225,461,"14.02","test1"
"8294",45,8,24,1,2,0,55,25,39,"04.97","test1"
"8295",45,9,4,1,2,0,5,2025,2059,"10.85","test1"
"8296",45,10,40,1,2,0,95,2025,2029,"06.67","test1"
"8297",45,11,12,1,2,0,25,625,480,"07.85","test1"
"8298",45,12,1,1,2,0,0,2500,2480,"16.44","test1"
"8299",45,13,9,1,2,0,20,900,569,"06.72","test1"
"8300",45,14,13,1,2,0,30,400,353,"05.09","test1"
"8301",45,15,11,1,2,0,25,625,637,"04.81","test1"
"8302",45,16,5,1,2,0,10,1600,1902,"06.53","test1"
"8303",45,17,17,1,2,0,40,100,294,"05.38","test1"
"8304",45,18,38,1,2,0,90,1600,1912,"05.06","test1"
"8305",45,19,25,1,2,0,60,100,343,"08.73","test1"
"8306",45,20,21,1,2,0,50,0,29,"03.23","test1"
"8307",45,21,19,1,2,0,45,25,78,"05.92","test1"
"8308",45,22,18,1,2,0,40,100,304,"04.08","test1"
"8309",45,23,41,1,2,0,100,2500,10,"16.09","test1"
"8310",45,24,39,1,2,0,95,2025,1980,"11.23","test1"
"8311",45,25,32,1,2,0,75,625,716,"17.02","test1"
"8312",45,26,23,1,2,0,55,25,29,"03.47","test1"
"8313",45,27,33,1,2,0,80,900,608,"06.09","test1"
"8314",45,28,22,1,2,0,50,0,29,"03.87","test1"
"8315",45,29,28,1,2,0,65,225,275,"05.55","test1"
"8316",45,30,26,1,2,0,60,100,206,"08.28","test1"
"8317",45,31,16,1,2,0,35,225,598,"05.25","test1"
"8318",45,32,3,1,2,0,5,2025,2284,"07.91","test1"
"8319",45,33,36,1,2,0,85,1225,696,"06.8","test1"
"8320",45,34,29,1,2,0,70,400,627,"04.92","test1"
"8321",45,35,8,1,2,0,15,1225,1971,"05.23","test1"
"8322",45,36,27,1,2,0,65,225,314,"07.83","test1"
"8323",45,37,20,1,2,0,45,25,88,"04.67","test1"
"8324",45,38,42,1,2,0,100,2500,10,"10.02","test1"
"8325",45,39,31,1,2,0,75,625,892,"14.61","test1"
"8326",45,40,10,1,2,0,20,900,922,"09.67","test1"
"8327",45,41,2,1,2,0,0,2500,2461,"07.59","test1"
"8328",45,42,35,1,2,0,85,1225,451,"10.08","test1"
"8329",45,1,29,1,2,0,70,400,794,"19.66","test2"
"8330",45,2,2,1,2,0,0,2500,2451,"09.72","test2"
"8331",45,3,34,1,2,0,80,900,951,"12.98","test2"
"8332",45,4,20,1,2,0,45,25,39,"06.84","test2"
"8333",45,5,18,1,2,0,40,100,402,"06.6","test2"
"8334",45,6,25,1,2,0,60,100,304,"06.97","test2"
"8335",45,7,10,1,2,0,20,900,951,"21.25","test2"
"8336",45,8,33,1,2,0,80,900,951,"06.32","test2"
"8337",45,9,32,1,2,0,75,625,627,"08.13","test2"
"8338",45,10,8,1,2,0,15,1225,1598,"10.3","test2"
"8339",45,11,13,1,2,0,30,400,480,"08.42","test2"
"8340",45,12,6,1,2,0,10,1600,1912,"10.85","test2"
"8341",45,13,15,1,2,0,35,225,392,"10.95","test2"
"8342",45,14,4,1,2,0,5,2025,2392,"04.64","test2"
"8343",45,15,16,1,2,0,35,225,461,"11.82","test2"
"8344",45,16,41,1,2,0,100,2500,39,"05.01","test2"
"8345",45,17,40,1,2,0,95,2025,2461,"05.47","test2"
"8346",45,18,9,1,2,0,20,900,627,"04.74","test2"
"8347",45,19,31,1,2,0,75,625,755,"08.17","test2"
"8348",45,20,28,1,2,0,65,225,284,"05.71","test2"
"8349",45,21,24,1,2,0,55,25,20,"04.16","test2"
"8350",45,22,37,1,2,0,90,1600,2382,"04.44","test2"
"8351",45,23,21,1,2,0,50,0,20,"03.53","test2"
"8352",45,24,30,1,2,0,70,400,412,"07.09","test2"
"8353",45,25,38,1,2,0,90,1600,2294,"04.63","test2"
"8354",45,26,22,1,2,0,50,0,29,"03.61","test2"
"8355",45,27,5,1,2,0,10,1600,2422,"04.26","test2"
"8356",45,28,7,1,2,0,15,1225,1784,"04.91","test2"
"8357",45,29,26,1,2,0,60,100,225,"07.93","test2"
"8358",45,30,36,1,2,0,85,1225,853,"11.12","test2"
"8359",45,31,17,1,2,0,40,100,245,"07.85","test2"
"8360",45,32,42,1,2,0,100,2500,29,"03.78","test2"
"8361",45,33,23,1,2,0,55,25,20,"03.81","test2"
"8362",45,34,1,1,2,0,0,2500,2461,"05.48","test2"
"8363",45,35,3,1,2,0,5,2025,2186,"05.91","test2"
"8364",45,36,27,1,2,0,65,225,176,"06.16","test2"
"8365",45,37,39,1,2,0,95,2025,2422,"08.47","test2"
"8366",45,38,12,1,2,0,25,625,784,"04.99","test2"
"8367",45,39,14,1,2,0,30,400,520,"06.61","test2"
"8368",45,40,35,1,2,0,85,1225,794,"12.4","test2"
"8369",45,41,19,1,2,0,45,25,225,"08.57","test2"
"8370",45,42,11,1,2,0,25,625,716,"05.05","test2"
"8371",46,1,7,2,1,1,15,1225,15,"08.4","training"
"8372",46,2,10,2,1,1,15,1225,1227,"06.27","training"
"8373",46,3,100,2,1,1,90,1600,9867,"05.85","training"
"8374",46,4,90,2,1,1,80,900,1578,"05.39","training"
"8375",46,5,26,2,1,1,30,400,1300,"06.98","training"
"8376",46,6,83,2,1,1,75,625,1500,"09.24","training"
"8377",46,7,9,2,1,1,15,1225,1300,"06.39","training"
"8378",46,8,82,2,1,1,75,625,600,"04.68","training"
"8379",46,9,91,2,1,1,85,1225,540,"07.53","training"
"8380",46,10,57,2,1,1,55,25,600,"05.47","training"
"8381",46,11,66,2,1,1,60,100,120,"05.15","training"
"8382",46,12,88,2,1,1,80,900,1225,"07.24","training"
"8383",46,13,1,2,1,1,10,1600,1225,"03.79","training"
"8384",46,14,59,2,1,1,55,25,100,"13.17","training"
"8385",46,15,52,2,1,1,50,0,0,"03.7","training"
"8386",46,16,80,2,1,1,75,625,600,"06.76","training"
"8387",46,17,40,2,1,1,40,100,430,"07.27","training"
"8388",46,18,50,2,1,1,50,0,0,"03.68","training"
"8389",46,19,33,2,1,1,35,225,225,"20.92","training"
"8390",46,20,27,2,1,1,30,400,350,"06.23","training"
"8391",46,21,8,2,1,1,15,1225,1225,"03.68","training"
"8392",46,22,15,2,1,1,20,900,1000,"04.29","training"
"8393",46,23,101,2,1,1,90,1600,1600,"05.1","training"
"8394",46,24,53,2,1,1,50,0,0,"03.03","training"
"8395",46,25,97,2,1,1,90,1600,1600,"04.86","training"
"8396",46,26,76,2,1,1,70,400,900,"04.56","training"
"8397",46,27,55,2,1,1,55,25,25,"05.57","training"
"8398",46,28,37,2,1,1,40,100,225,"12.3","training"
"8399",46,29,45,2,1,1,45,25,25,"04.63","training"
"8400",46,30,99,2,1,1,90,1600,1600,"05.23","training"
"8401",46,31,78,2,1,1,70,400,900,"04.64","training"
"8402",46,32,19,2,1,1,25,625,400,"06.59","training"
"8403",46,33,73,2,1,1,70,400,400,"03.64","training"
"8404",46,34,18,2,1,1,20,900,1225,"04.53","training"
"8405",46,35,31,2,1,1,35,225,225,"06.11","training"
"8406",46,36,85,2,1,1,80,900,1600,"05.04","training"
"8407",46,37,63,2,1,1,60,100,400,"04.09","training"
"8408",46,38,70,2,1,1,65,225,400,"03.18","training"
"8409",46,39,102,2,1,1,90,1600,1600,"03.89","training"
"8410",46,40,23,2,1,1,25,625,900,"05.45","training"
"8411",46,41,51,2,1,1,50,0,0,"01.94","training"
"8412",46,42,58,2,1,1,55,25,25,"02.33","training"
"8413",46,43,21,2,1,1,25,625,400,"02.7","training"
"8414",46,44,46,2,1,1,45,25,25,"02.2","training"
"8415",46,45,41,2,1,1,40,100,100,"02.4","training"
"8416",46,46,71,2,1,1,65,225,400,"03.3","training"
"8417",46,47,6,2,1,1,10,1600,1600,"02.36","training"
"8418",46,48,32,2,1,1,35,225,225,"03.33","training"
"8419",46,49,36,2,1,1,35,225,225,"01.87","training"
"8420",46,50,38,2,1,1,40,100,100,"02.3","training"
"8421",46,51,92,2,1,1,85,1225,1600,"02.3","training"
"8422",46,52,11,2,1,1,15,1225,1225,"02.49","training"
"8423",46,53,3,2,1,1,10,1600,1600,"01.98","training"
"8424",46,54,16,2,1,1,20,900,900,"02.66","training"
"8425",46,55,4,2,1,1,10,1600,1600,"02.92","training"
"8426",46,56,79,2,1,1,75,625,900,"03.52","training"
"8427",46,57,48,2,1,1,45,25,25,"02.38","training"
"8428",46,58,47,2,1,1,45,25,25,"02.01","training"
"8429",46,59,96,2,1,1,85,1225,1600,"02.72","training"
"8430",46,60,17,2,1,1,20,900,900,"02.11","training"
"8431",46,61,86,2,1,1,80,900,1225,"02.33","training"
"8432",46,62,74,2,1,1,70,400,600,"02.65","training"
"8433",46,63,2,2,1,1,10,1600,1600,"03.95","training"
"8434",46,64,69,2,1,1,65,225,400,"05.93","training"
"8435",46,65,75,2,1,1,70,400,400,"01.75","training"
"8436",46,66,25,2,1,1,30,400,400,"02.01","training"
"8437",46,67,81,2,1,1,75,625,900,"03.81","training"
"8438",46,68,49,2,1,1,50,0,0,"01.48","training"
"8439",46,69,62,2,1,1,60,100,100,"02.43","training"
"8440",46,70,60,2,1,1,55,25,25,"02.69","training"
"8441",46,71,28,2,1,1,30,400,400,"06.39","training"
"8442",46,72,68,2,1,1,65,225,400,"01.83","training"
"8443",46,73,39,2,1,1,40,100,100,"03.78","training"
"8444",46,74,34,2,1,1,35,225,100,"02.06","training"
"8445",46,75,98,2,1,1,90,1600,1600,"02.64","training"
"8446",46,76,30,2,1,1,30,400,600,"03.82","training"
"8447",46,77,14,2,1,1,20,900,900,"03.78","training"
"8448",46,78,61,2,1,1,60,100,100,"03.16","training"
"8449",46,79,42,2,1,1,40,100,100,"02.98","training"
"8450",46,80,56,2,1,1,55,25,25,"01.97","training"
"8451",46,81,35,2,1,1,35,225,100,"01.76","training"
"8452",46,82,65,2,1,1,60,100,100,"01.77","training"
"8453",46,83,43,2,1,1,45,25,25,"01.68","training"
"8454",46,84,24,2,1,1,25,625,225,"02.04","training"
"8455",46,85,89,2,1,1,80,900,1225,"03.2","training"
"8456",46,86,13,2,1,1,20,900,900,"02.1","training"
"8457",46,87,93,2,1,1,85,1225,1600,"04.52","training"
"8458",46,88,94,2,1,1,85,1225,1225,"02.4","training"
"8459",46,89,22,2,1,1,25,625,900,"02.73","training"
"8460",46,90,67,2,1,1,65,225,400,"02.65","training"
"8461",46,91,64,2,1,1,60,100,100,"02.29","training"
"8462",46,92,12,2,1,1,15,1225,1225,"04.31","training"
"8463",46,93,84,2,1,1,75,625,900,"02.25","training"
"8464",46,94,20,2,1,1,25,625,400,"03.58","training"
"8465",46,95,29,2,1,1,30,400,400,"01.64","training"
"8466",46,96,77,2,1,1,70,400,400,"01.74","training"
"8467",46,97,5,2,1,1,10,1600,1600,"02.49","training"
"8468",46,98,54,2,1,1,50,0,0,"02.31","training"
"8469",46,99,72,2,1,1,65,225,400,"15.31","training"
"8470",46,100,95,2,1,1,85,1225,1600,"02.32","training"
"8471",46,101,87,2,1,1,80,900,900,"02.17","training"
"8472",46,102,44,2,1,1,45,25,25,"02.06","training"
"8473",46,1,32,2,1,0,75,625,1225,"06.41","test1"
"8474",46,2,37,2,1,0,90,1600,1600,"02.92","test1"
"8475",46,3,9,2,1,0,20,900,1225,"04.65","test1"
"8476",46,4,22,2,1,0,50,0,0,"13.29","test1"
"8477",46,5,17,2,1,0,40,100,100,"02.69","test1"
"8478",46,6,10,2,1,0,20,900,900,"06.68","test1"
"8479",46,7,24,2,1,0,55,25,25,"02.14","test1"
"8480",46,8,20,2,1,0,45,25,25,"02.9","test1"
"8481",46,9,31,2,1,0,75,625,900,"03.43","test1"
"8482",46,10,41,2,1,0,100,2500,1800,"06.39","test1"
"8483",46,11,19,2,1,0,45,25,100,"03.33","test1"
"8484",46,12,35,2,1,0,85,1225,1225,"04.74","test1"
"8485",46,13,39,2,1,0,95,2025,1700,"05.62","test1"
"8486",46,14,36,2,1,0,85,1225,1600,"03.47","test1"
"8487",46,15,26,2,1,0,60,100,100,"02.65","test1"
"8488",46,16,5,2,1,0,10,1600,1600,"02.89","test1"
"8489",46,17,3,2,1,0,5,2025,1700,"02.47","test1"
"8490",46,18,4,2,1,0,5,2025,1700,"03.23","test1"
"8491",46,19,30,2,1,0,70,400,625,"07.81","test1"
"8492",46,20,8,2,1,0,15,1225,1600,"02.6","test1"
"8493",46,21,25,2,1,0,60,100,100,"02.39","test1"
"8494",46,22,14,2,1,0,30,400,400,"04.77","test1"
"8495",46,23,21,2,1,0,50,0,0,"02.16","test1"
"8496",46,24,23,2,1,0,55,25,25,"01.79","test1"
"8497",46,25,15,2,1,0,35,225,400,"02.77","test1"
"8498",46,26,1,2,1,0,0,2500,1800,"03.4","test1"
"8499",46,27,2,2,1,0,0,2500,1800,"02.46","test1"
"8500",46,28,12,2,1,0,25,625,1225,"05.67","test1"
"8501",46,29,18,2,1,0,40,100,400,"03.68","test1"
"8502",46,30,34,2,1,0,80,900,1225,"02.86","test1"
"8503",46,31,38,2,1,0,90,1600,1600,"02.24","test1"
"8504",46,32,33,2,1,0,80,900,1225,"02.41","test1"
"8505",46,33,11,2,1,0,25,625,900,"02.59","test1"
"8506",46,34,29,2,1,0,70,400,625,"04.89","test1"
"8507",46,35,27,2,1,0,65,225,400,"05.36","test1"
"8508",46,36,7,2,1,0,15,1225,1600,"02.57","test1"
"8509",46,37,42,2,1,0,100,2500,1800,"02.71","test1"
"8510",46,38,13,2,1,0,30,400,625,"07.48","test1"
"8511",46,39,16,2,1,0,35,225,400,"02.73","test1"
"8512",46,40,28,2,1,0,65,225,400,"01.76","test1"
"8513",46,41,6,2,1,0,10,1600,1600,"02.64","test1"
"8514",46,42,40,2,1,0,95,2025,1700,"02.86","test1"
"8515",46,1,36,2,1,0,85,1225,140,"21.52","test2"
"8516",46,2,35,2,1,0,85,1225,140,"02.84","test2"
"8517",46,3,19,2,1,0,45,25,40,"06.44","test2"
"8518",46,4,20,2,1,0,45,25,40,"01.8","test2"
"8519",46,5,23,2,1,0,55,25,40,"03.2","test2"
"8520",46,6,34,2,1,0,80,900,120,"09.04","test2"
"8521",46,7,29,2,1,0,70,400,100,"03.51","test2"
"8522",46,8,22,2,1,0,50,0,0,"01.69","test2"
"8523",46,9,14,2,1,0,30,400,90,"06.11","test2"
"8524",46,10,38,2,1,0,90,1600,160,"05.35","test2"
"8525",46,11,9,2,1,0,20,900,140,"05.14","test2"
"8526",46,12,25,2,1,0,60,100,90,"22.8","test2"
"8527",46,13,31,2,1,0,75,625,125,"04.91","test2"
"8528",46,14,8,2,1,0,15,1225,140,"04.11","test2"
"8529",46,15,1,2,1,0,0,2500,180,"02.9","test2"
"8530",46,16,4,2,1,0,5,2025,170,"03.02","test2"
"8531",46,17,41,2,1,0,100,2500,180,"02.18","test2"
"8532",46,18,28,2,1,0,65,225,90,"05.23","test2"
"8533",46,19,42,2,1,0,100,2500,180,"02.34","test2"
"8534",46,20,37,2,1,0,90,1600,160,"07.57","test2"
"8535",46,21,30,2,1,0,70,400,90,"04.63","test2"
"8536",46,22,16,2,1,0,35,225,60,"03.58","test2"
"8537",46,23,21,2,1,0,50,0,0,"01.87","test2"
"8538",46,24,11,2,1,0,25,625,90,"08.47","test2"
"8539",46,25,18,2,1,0,40,100,40,"06.43","test2"
"8540",46,26,26,2,1,0,60,100,40,"02.42","test2"
"8541",46,27,6,2,1,0,10,1600,160,"03.98","test2"
"8542",46,28,27,2,1,0,65,225,40,"03.65","test2"
"8543",46,29,13,2,1,0,30,400,60,"04.2","test2"
"8544",46,30,24,2,1,0,55,25,25,"05.96","test2"
"8545",46,31,5,2,1,0,10,1600,160,"06.38","test2"
"8546",46,32,2,2,1,0,0,2500,180,"02.2","test2"
"8547",46,33,10,2,1,0,20,900,120,"06.98","test2"
"8548",46,34,7,2,1,0,15,1225,140,"02.3","test2"
"8549",46,35,32,2,1,0,75,625,120,"05.47","test2"
"8550",46,36,39,2,1,0,95,2025,170,"02.8","test2"
"8551",46,37,3,2,1,0,5,2025,170,"02.47","test2"
"8552",46,38,40,2,1,0,95,2025,170,"02.51","test2"
"8553",46,39,15,2,1,0,35,225,90,"03.65","test2"
"8554",46,40,12,2,1,0,25,625,125,"05.65","test2"
"8555",46,41,17,2,1,0,40,100,40,"02.53","test2"
"8556",46,42,33,2,1,0,80,900,125,"02.22","test2"
"8557",47,1,7,2,2,1,15,1225,2451,"101.35","training"
"8558",47,2,1,2,2,1,10,1600,745,"06.97","training"
"8559",47,3,48,2,2,1,45,25,1559,"04.71","training"
"8560",47,4,70,2,2,1,65,225,2373,"04.23","training"
"8561",47,5,97,2,2,1,90,1600,1765,"03.16","training"
"8562",47,6,43,2,2,1,45,25,1049,"03.13","training"
"8563",47,7,42,2,2,1,40,100,1745,"02.95","training"
"8564",47,8,65,2,2,1,60,100,275,"02.73","training"
"8565",47,9,102,2,2,1,90,1600,29,"02.92","training"
"8566",47,10,74,2,2,1,70,400,1069,"03.54","training"
"8567",47,11,35,2,2,1,35,225,1225,"05.45","training"
"8568",47,12,62,2,2,1,60,100,2039,"04.09","training"
"8569",47,13,11,2,2,1,15,1225,2108,"04.74","training"
"8570",47,14,64,2,2,1,60,100,1725,"02.94","training"
"8571",47,15,21,2,2,1,25,625,1922,"03.58","training"
"8572",47,16,56,2,2,1,55,25,598,"02.55","training"
"8573",47,17,68,2,2,1,65,225,127,"03.12","training"
"8574",47,18,45,2,2,1,45,25,422,"02.94","training"
"8575",47,19,61,2,2,1,60,100,1216,"07.62","training"
"8576",47,20,90,2,2,1,80,900,2088,"05.7","training"
"8577",47,21,20,2,2,1,25,625,1382,"03.37","training"
"8578",47,22,50,2,2,1,50,0,1559,"03.24","training"
"8579",47,23,83,2,2,1,75,625,1902,"03.69","training"
"8580",47,24,38,2,2,1,40,100,1255,"05.93","training"
"8581",47,25,93,2,2,1,85,1225,1853,"03.54","training"
"8582",47,26,95,2,2,1,85,1225,2000,"05.27","training"
"8583",47,27,22,2,2,1,25,625,1363,"03.85","training"
"8584",47,28,77,2,2,1,70,400,1902,"05.69","training"
"8585",47,29,63,2,2,1,60,100,1373,"03.62","training"
"8586",47,30,80,2,2,1,75,625,618,"04.62","training"
"8587",47,31,71,2,2,1,65,225,1000,"04.07","training"
"8588",47,32,13,2,2,1,20,900,353,"03.65","training"
"8589",47,33,26,2,2,1,30,400,804,"03.79","training"
"8590",47,34,76,2,2,1,70,400,1765,"04.25","training"
"8591",47,35,27,2,2,1,30,400,69,"04.34","training"
"8592",47,36,54,2,2,1,50,0,1304,"03.57","training"
"8593",47,37,88,2,2,1,80,900,1951,"03.35","training"
"8594",47,38,29,2,2,1,30,400,1069,"03.03","training"
"8595",47,39,34,2,2,1,35,225,2049,"03.32","training"
"8596",47,40,53,2,2,1,50,0,961,"02.8","training"
"8597",47,41,3,2,2,1,10,1600,176,"02.54","training"
"8598",47,42,52,2,2,1,50,0,1294,"03.05","training"
"8599",47,43,94,2,2,1,85,1225,1892,"05.87","training"
"8600",47,44,73,2,2,1,70,400,1343,"05.47","training"
"8601",47,45,44,2,2,1,45,25,980,"03.15","training"
"8602",47,46,69,2,2,1,65,225,1402,"03.82","training"
"8603",47,47,72,2,2,1,65,225,1549,"05.74","training"
"8604",47,48,4,2,2,1,10,1600,588,"03.35","training"
"8605",47,49,12,2,2,1,15,1225,1029,"03.59","training"
"8606",47,50,31,2,2,1,35,225,1333,"02.91","training"
"8607",47,51,37,2,2,1,40,100,1941,"03.6","training"
"8608",47,52,82,2,2,1,75,625,304,"03.82","training"
"8609",47,53,92,2,2,1,85,1225,1520,"02.99","training"
"8610",47,54,98,2,2,1,90,1600,1686,"03.51","training"
"8611",47,55,23,2,2,1,25,625,686,"02.73","training"
"8612",47,56,59,2,2,1,55,25,39,"05.01","training"
"8613",47,57,66,2,2,1,60,100,706,"03.33","training"
"8614",47,58,96,2,2,1,85,1225,1608,"02.82","training"
"8615",47,59,85,2,2,1,80,900,1412,"03.51","training"
"8616",47,60,8,2,2,1,15,1225,1843,"04.42","training"
"8617",47,61,84,2,2,1,75,625,147,"03.65","training"
"8618",47,62,36,2,2,1,35,225,1275,"03.19","training"
"8619",47,63,49,2,2,1,50,0,78,"03.92","training"
"8620",47,64,39,2,2,1,40,100,676,"03.11","training"
"8621",47,65,19,2,2,1,25,625,343,"02.98","training"
"8622",47,66,32,2,2,1,35,225,1069,"03.68","training"
"8623",47,67,14,2,2,1,20,900,147,"03.95","training"
"8624",47,68,40,2,2,1,40,100,833,"03.63","training"
"8625",47,69,15,2,2,1,20,900,1549,"03.24","training"
"8626",47,70,79,2,2,1,75,625,755,"02.64","training"
"8627",47,71,41,2,2,1,40,100,569,"03.4","training"
"8628",47,72,91,2,2,1,85,1225,245,"02.66","training"
"8629",47,73,30,2,2,1,30,400,912,"01.85","training"
"8630",47,74,87,2,2,1,80,900,1373,"01.66","training"
"8631",47,75,60,2,2,1,55,25,471,"04.09","training"
"8632",47,76,101,2,2,1,90,1600,108,"02.87","training"
"8633",47,77,58,2,2,1,55,25,853,"01.93","training"
"8634",47,78,24,2,2,1,25,625,1480,"01.61","training"
"8635",47,79,75,2,2,1,70,400,1059,"01.51","training"
"8636",47,80,6,2,2,1,10,1600,1637,"02.19","training"
